,Day,Distance
0,2016-01-30,0.17106063663959503
1,2021-11-13,0.17163610458374023
2,2020-02-29,0.1786748468875885
3,2023-03-18,0.1801384538412094
4,2016-03-05,0.19062596559524536
5,2021-02-06,0.19756539165973663
6,2014-03-08,0.19814680516719818
7,2015-04-04,0.20672625303268433
8,2014-02-15,0.20680595934391022
9,2016-02-06,0.2083808034658432
10,2020-02-22,0.21315014362335205
11,2016-02-27,0.214081272482872
12,2022-02-19,0.21534499526023865
13,2020-03-28,0.2167780101299286
14,2022-03-26,0.21735379099845886
15,2022-03-19,0.2178717702627182
16,2016-10-29,0.2249811887741089
17,2016-03-26,0.2288670539855957
18,2017-11-25,0.2293500453233719
19,2015-12-26,0.23185525834560394
20,2021-03-20,0.23211227357387543
21,2017-11-11,0.23622193932533264
22,2017-04-22,0.24130502343177795
23,2021-10-16,0.2421267330646515
24,2018-11-24,0.24312160909175873
25,2024-02-17,0.2498198002576828
26,2024-02-03,0.25049853324890137
27,2016-03-12,0.2505132257938385
28,2021-03-13,0.25099003314971924
29,2019-11-02,0.2521972060203552
30,2016-11-05,0.2548712491989136
31,2019-02-09,0.2578296363353729
32,2016-02-20,0.25784191489219666
33,2021-10-30,0.2580796480178833
34,2014-03-01,0.2581976652145386
35,2021-03-27,0.26310014724731445
36,2020-11-07,0.26310235261917114
37,2023-03-04,0.2643759250640869
38,2018-03-17,0.26486489176750183
39,2022-12-31,0.26507681608200073
40,2020-02-15,0.26569700241088867
41,2019-03-16,0.2662101984024048
42,2016-02-13,0.2667805254459381
43,2015-03-21,0.26879996061325073
44,2021-04-17,0.2696985602378845
45,2021-03-06,0.27039775252342224
46,2014-12-20,0.27041736245155334
47,2021-02-27,0.27124685049057007
48,2020-03-21,0.27262982726097107
49,2019-03-30,0.2731797397136688
50,2018-02-17,0.2732022702693939
51,2023-02-18,0.2765219509601593
52,2016-01-09,0.2770332098007202
53,2014-01-11,0.2810070812702179
54,2020-03-07,0.2813032567501068
55,2021-01-30,0.2858150005340576
56,2016-03-19,0.2859746217727661
57,2017-02-25,0.28647443652153015
58,2013-10-05,0.2868150770664215
59,2017-03-11,0.2876766622066498
60,2022-11-26,0.2883130609989166
61,2023-04-08,0.2900037467479706
62,2024-03-02,0.29004764556884766
63,2021-04-10,0.29012352228164673
64,2019-02-16,0.29054808616638184
65,2015-01-17,0.2915771007537842
66,2017-03-18,0.2917042374610901
67,2019-03-23,0.2931308448314667
68,2017-11-04,0.2947152554988861
69,2019-03-02,0.29907867312431335
70,2020-02-01,0.30285513401031494
71,2015-02-21,0.30487826466560364
72,2018-03-10,0.30508682131767273
73,2022-12-03,0.3053322434425354
74,2016-10-15,0.3058513104915619
75,2017-03-04,0.30635079741477966
76,2013-12-28,0.30636653304100037
77,2022-03-05,0.30877920985221863
78,2015-02-28,0.3093252182006836
79,2018-01-06,0.30975857377052307
80,2021-11-20,0.31016090512275696
81,2015-10-24,0.31040334701538086
82,2014-03-29,0.31064334511756897
83,2016-10-22,0.311381995677948
84,2014-02-22,0.31246161460876465
85,2019-11-23,0.31360557675361633
86,2014-11-01,0.3136793076992035
87,2018-01-27,0.31571662425994873
88,2014-12-13,0.31608325242996216
89,2017-12-30,0.31646955013275146
90,2021-11-27,0.31712162494659424
91,2024-02-10,0.3171406686306
92,2019-12-21,0.31824466586112976
93,2013-10-19,0.3194855749607086
94,2014-04-12,0.31985121965408325
95,2015-11-07,0.3209051489830017
96,2023-12-30,0.32305651903152466
97,2015-01-31,0.32421359419822693
98,2020-03-14,0.32433298230171204
99,2018-11-10,0.32481592893600464
100,2022-12-24,0.3252803683280945
101,2020-12-05,0.3268859088420868
102,2016-12-03,0.3283446729183197
103,2020-10-24,0.3287251591682434
104,2019-12-07,0.32904675602912903
105,2020-02-08,0.33044031262397766
106,2019-03-09,0.33413028717041016
107,2017-04-08,0.3341900706291199
108,2014-01-04,0.33483290672302246
109,2023-01-14,0.33526715636253357
110,2016-11-19,0.33995363116264343
111,2022-02-12,0.3404705822467804
112,2018-02-10,0.34215351939201355
113,2022-02-26,0.3438279330730438
114,2022-11-19,0.34520742297172546
115,2020-01-11,0.34568536281585693
116,2015-03-07,0.3460328280925751
117,2019-04-06,0.3474050760269165
118,2024-01-27,0.3478751480579376
119,2014-11-22,0.35068443417549133
120,2016-12-10,0.3509899377822876
121,2022-02-05,0.3536520302295685
122,2020-04-04,0.35374799370765686
123,2021-04-24,0.35387542843818665
124,2017-02-04,0.35615989565849304
125,2023-11-18,0.357438862323761
126,2014-11-15,0.3602373003959656
127,2020-11-14,0.3605959117412567
128,2019-01-19,0.3621768355369568
129,2020-01-25,0.3633447587490082
130,2021-02-20,0.3635872006416321
131,2015-10-17,0.3655461370944977
132,2015-12-12,0.3664243519306183
133,2017-11-18,0.3673975467681885
134,2015-12-05,0.3692314624786377
135,2020-12-12,0.3693278431892395
136,2018-12-29,0.36964839696884155
137,2021-01-23,0.3697282075881958
138,2017-02-18,0.37002047896385193
139,2017-10-28,0.37117287516593933
140,2015-02-14,0.3717547357082367
141,2014-11-29,0.37187260389328003
142,2015-03-14,0.37232694029808044
143,2018-03-24,0.37253329157829285
144,2015-10-31,0.37276485562324524
145,2022-01-01,0.374880313873291
146,2021-12-04,0.3749295771121979
147,2016-11-26,0.3755473494529724
148,2016-10-08,0.3757341206073761
149,2024-01-06,0.37729963660240173
150,2020-10-31,0.37827378511428833
151,2018-12-22,0.3783186376094818
152,2018-01-20,0.3788808584213257
153,2022-09-24,0.38029325008392334
154,2023-12-16,0.3815477192401886
155,2019-02-23,0.38217082619667053
156,2023-01-07,0.3823399841785431
157,2024-02-24,0.38611823320388794
158,2019-02-02,0.38780492544174194
159,2019-12-14,0.38820260763168335
160,2023-12-23,0.38843783736228943
161,2014-03-15,0.3903059661388397
162,2022-10-22,0.39163875579833984
163,2015-03-28,0.39363133907318115
164,2018-11-17,0.3947349786758423
165,2018-02-03,0.39477163553237915
166,2023-04-29,0.395353227853775
167,2022-04-16,0.3969062268733978
168,2021-10-23,0.39810964465141296
169,2014-12-06,0.3984554708003998
170,2013-11-16,0.39899885654449463
171,2015-01-10,0.4007836580276489
172,2016-01-16,0.40516066551208496
173,2019-11-16,0.4061736762523651
174,2013-11-23,0.40651917457580566
175,2021-11-06,0.4073112905025482
176,2022-12-10,0.4076731503009796
177,2018-12-08,0.4080871343612671
178,2017-12-02,0.4089760184288025
179,2015-01-03,0.40911373496055603
180,2014-01-18,0.40941786766052246
181,2021-12-11,0.40975379943847656
182,2023-11-25,0.40993455052375793
183,2020-01-04,0.4109165668487549
184,2017-02-11,0.4147814214229584
185,2014-10-25,0.4150486886501312
186,2023-01-21,0.41593852639198303
187,2018-01-13,0.41623809933662415
188,2022-11-12,0.4169803261756897
189,2019-12-28,0.4171160161495209
190,2019-04-20,0.4192238450050354
191,2022-03-12,0.419329971075058
192,2022-10-29,0.4195474088191986
193,2023-12-09,0.4196551740169525
194,2024-01-20,0.4221411645412445
195,2018-12-01,0.423174649477005
196,2023-04-22,0.4239139258861542
197,2023-11-11,0.4248490631580353
198,2013-11-30,0.42559871077537537
199,2015-11-14,0.4261685311794281
