,loss,mse,mae,mape,val_loss,val_mse,val_mae,val_mape
0,0.02529887668788433,0.02529887668788433,0.12655150890350342,46.08345031738281,0.009122165851294994,0.009122165851294994,0.07732206583023071,16.440797805786133
1,0.010024363175034523,0.010024363175034523,0.08430861681699753,28.181930541992188,0.010664794594049454,0.010664794594049454,0.084603451192379,18.060876846313477
2,0.009032600559294224,0.009032600559294224,0.08072719722986221,25.217195510864258,0.011147815734148026,0.011147815734148026,0.08717614412307739,18.78142547607422
3,0.008917340077459812,0.008917340077459812,0.08016200363636017,24.549211502075195,0.011009087786078453,0.011009087786078453,0.08660927414894104,18.729616165161133
4,0.008798149414360523,0.008798149414360523,0.07961024343967438,24.325733184814453,0.011018148623406887,0.011018148623406887,0.0869016945362091,18.788158416748047
5,0.008568827994167805,0.008568827994167805,0.07847786694765091,23.952375411987305,0.010526909492909908,0.010526909492909908,0.08467044681310654,18.327566146850586
6,0.008090661838650703,0.008090661838650703,0.07606370747089386,23.24410629272461,0.009454706683754921,0.009454706683754921,0.08001568168401718,17.308320999145508
7,0.00712218601256609,0.00712218601256609,0.07092159986495972,21.78887939453125,0.00737736327573657,0.007377362344413996,0.0694674402475357,15.086228370666504
8,0.005419633351266384,0.005419633351266384,0.060906484723091125,18.92310333251953,0.005366588942706585,0.005366588942706585,0.05846294015645981,12.724675178527832
9,0.003334330627694726,0.003334330627694726,0.046296264976263046,14.392727851867676,0.002753498265519738,0.002753498265519738,0.04082636907696724,8.820446014404297
10,0.0019980354700237513,0.0019980354700237513,0.035146359354257584,10.55211067199707,0.001874214387498796,0.001874214387498796,0.033757809549570084,7.18069314956665
11,0.0015473909443244338,0.0015473909443244338,0.03053034469485283,8.599034309387207,0.0016020952025428414,0.0016020952025428414,0.03102222830057144,6.559723377227783
12,0.0014201861340552568,0.0014201861340552568,0.028996551409363747,7.861239433288574,0.0014873547479510307,0.0014873547479510307,0.029833950102329254,6.345587730407715
13,0.0013814223930239677,0.0013814223930239677,0.02851867489516735,7.5993804931640625,0.0015140603063628078,0.0015140603063628078,0.029956979677081108,6.320428848266602
14,0.0013658793177455664,0.0013658793177455664,0.028326217085123062,7.474143981933594,0.0014891627943143249,0.0014891627943143249,0.02968364767730236,6.2666707038879395
15,0.001355063752271235,0.001355063752271235,0.028220059350132942,7.420748710632324,0.001436344115063548,0.001436344115063548,0.029166238382458687,6.204531192779541
16,0.0013470090925693512,0.0013470090925693512,0.02813710644841194,7.385541915893555,0.0014449232257902622,0.0014449232257902622,0.02921416237950325,6.187182426452637
17,0.0013372056419029832,0.0013372056419029832,0.02801886945962906,7.352437973022461,0.0014231387758627534,0.0014231387758627534,0.028986087068915367,6.1575446128845215
18,0.0013305296888574958,0.0013305296888574958,0.027948297560214996,7.3386735916137695,0.0013826192589476705,0.0013826192589476705,0.028640270233154297,6.148398399353027
19,0.0013238061219453812,0.0013238060055300593,0.027901526540517807,7.34511661529541,0.0014202293241396546,0.0014202293241396546,0.028954582288861275,6.145994186401367
20,0.0013146782293915749,0.0013146783458068967,0.02779141068458557,7.313634395599365,0.00139135611243546,0.00139135611243546,0.028680134564638138,6.1208648681640625
21,0.0013086437247693539,0.0013086437247693539,0.027745487168431282,7.3183913230896,0.0014250450767576694,0.0014250450767576694,0.029052553698420525,6.181713104248047
22,0.0013019314501434565,0.0013019314501434565,0.0276704803109169,7.306664943695068,0.0014061016263440251,0.0014061016263440251,0.028873000293970108,6.155245780944824
23,0.0012938918080180883,0.0012938918080180883,0.027579497545957565,7.288804531097412,0.001358895329758525,0.001358895329758525,0.028366275131702423,6.073776721954346
24,0.0012880470603704453,0.0012880470603704453,0.027536768466234207,7.2963762283325195,0.0013888692483305931,0.0013888692483305931,0.028681525960564613,6.116946220397949
25,0.0012813712237402797,0.0012813712237402797,0.027475932613015175,7.289119243621826,0.0013955584727227688,0.0013955584727227688,0.028780322521924973,6.138078689575195
26,0.0012762213591486216,0.0012762213591486216,0.027413994073867798,7.2767333984375,0.0013428974198177457,0.0013428974198177457,0.028212178498506546,6.059833526611328
27,0.0012700464576482773,0.0012700464576482773,0.02736353874206543,7.282018184661865,0.001377572538331151,0.0013775727711617947,0.028632016852498055,6.136616230010986
28,0.0012654366437345743,0.0012654366437345743,0.027316631749272346,7.27910041809082,0.001369945239275694,0.001369945239275694,0.028484363108873367,6.08615779876709
29,0.0012593354331329465,0.0012593354331329465,0.027251794934272766,7.269993782043457,0.0013775936095044017,0.0013775936095044017,0.028625022619962692,6.1454691886901855
30,0.0012555379653349519,0.0012555379653349519,0.027218155562877655,7.27305269241333,0.0013528710696846247,0.0013528710696846247,0.028349636122584343,6.086463451385498
31,0.0012483340688049793,0.0012483340688049793,0.027139831334352493,7.265453815460205,0.0013324430910870433,0.0013324430910870433,0.028067927807569504,6.015601634979248
32,0.0012446283362805843,0.0012446283362805843,0.027103358879685402,7.267073154449463,0.0013206314761191607,0.0013206314761191607,0.02799523063004017,6.040058135986328
33,0.0012390698539093137,0.0012390698539093137,0.02706504426896572,7.272636890411377,0.0013212728081271052,0.0013212728081271052,0.0279802605509758,6.011699676513672
34,0.0012353535275906324,0.0012353535275906324,0.027030624449253082,7.270986557006836,0.001340544200502336,0.001340544200502336,0.028234872967004776,6.059482574462891
35,0.0012312245089560747,0.0012312245089560747,0.026975862681865692,7.2678632736206055,0.0013285815948620439,0.0013285815948620439,0.02809581719338894,6.058572769165039
36,0.0012257432099431753,0.0012257432099431753,0.0269282478839159,7.262961387634277,0.001309302169829607,0.001309302169829607,0.02789647877216339,6.0452446937561035
37,0.0012228304985910654,0.0012228304985910654,0.026915675029158592,7.274036884307861,0.0013529312564060092,0.0013529312564060092,0.028398161754012108,6.0983381271362305
38,0.0012182907667011023,0.0012182907667011023,0.02686477266252041,7.272120952606201,0.0013178014196455479,0.0013178014196455479,0.027995966374874115,6.048244476318359
39,0.0012153486022725701,0.0012153486022725701,0.02684689871966839,7.275989532470703,0.0013117730850353837,0.0013117730850353837,0.027950890362262726,6.045663356781006
40,0.0012112518306821585,0.0012112518306821585,0.026803340762853622,7.284691333770752,0.001353394822217524,0.001353394822217524,0.028463372960686684,6.145504951477051
41,0.001207729452289641,0.001207729452289641,0.026779457926750183,7.287815570831299,0.0013559259241446853,0.0013559259241446853,0.028499340638518333,6.136356353759766
42,0.0012051756493747234,0.0012051756493747234,0.026741838082671165,7.283352851867676,0.0013206463772803545,0.0013206463772803545,0.02807673253118992,6.07276725769043
43,0.001200355589389801,0.001200355589389801,0.026699189096689224,7.28685188293457,0.0013022838393226266,0.0013022839557379484,0.027851825580000877,6.0263285636901855
44,0.0011974310036748648,0.0011974310036748648,0.026677027344703674,7.286912441253662,0.0012852651998400688,0.0012852651998400688,0.027653701603412628,6.012352466583252
