,Day,Distance
0,2022-11-09,0.2091369479894638
1,2015-11-11,0.2702244818210602
2,2020-10-28,0.2724425494670868
3,2023-03-22,0.27967581152915955
4,2022-01-05,0.28688326478004456
5,2023-01-04,0.29332372546195984
6,2020-11-04,0.3105345070362091
7,2018-03-14,0.3220711648464203
8,2019-11-20,0.3254571855068207
9,2022-02-16,0.3266206979751587
10,2015-11-18,0.3308527171611786
11,2019-03-06,0.33514970541000366
12,2016-02-03,0.3381768763065338
13,2015-10-28,0.34095311164855957
14,2019-11-13,0.34295547008514404
15,2018-11-07,0.34520623087882996
16,2014-01-08,0.34790167212486267
17,2021-04-28,0.34811773896217346
18,2023-04-12,0.34863659739494324
19,2020-04-08,0.3518684506416321
20,2019-04-10,0.35221704840660095
21,2023-03-08,0.3550197184085846
22,2022-10-12,0.35821712017059326
23,2018-10-24,0.358364462852478
24,2019-11-06,0.35955315828323364
25,2022-10-26,0.3627493679523468
26,2023-04-19,0.36368852853775024
27,2019-03-20,0.36420899629592896
28,2017-11-01,0.36457961797714233
29,2019-03-27,0.3650415241718292
30,2016-02-17,0.3650605380535126
31,2016-10-26,0.36620888113975525
32,2018-10-31,0.3673979341983795
33,2018-04-04,0.3675769865512848
34,2022-11-16,0.370199054479599
35,2022-03-30,0.3705611824989319
36,2020-03-04,0.3708381950855255
37,2021-03-31,0.3723672032356262
38,2019-04-03,0.3723685145378113
39,2023-02-22,0.3732980191707611
40,2020-03-18,0.3743116855621338
41,2017-11-22,0.3751470446586609
42,2022-11-02,0.3795604705810547
43,2016-03-09,0.37992531061172485
44,2017-03-22,0.38053983449935913
45,2016-03-02,0.38185301423072815
46,2018-11-14,0.3820341229438782
47,2017-10-11,0.3843970000743866
48,2020-10-21,0.38490498065948486
49,2018-01-03,0.385917991399765
50,2017-11-08,0.38734328746795654
51,2021-10-20,0.3879232704639435
52,2019-11-27,0.3882800042629242
53,2016-10-19,0.38836389780044556
54,2016-11-02,0.3898577094078064
55,2022-10-19,0.39642077684402466
56,2018-01-10,0.39647626876831055
57,2017-04-12,0.3992277979850769
58,2017-10-04,0.3999457061290741
59,2016-02-24,0.40005049109458923
60,2021-11-03,0.40116941928863525
61,2021-10-13,0.402974009513855
62,2020-12-30,0.40387284755706787
63,2015-10-14,0.4043022096157074
64,2021-02-10,0.40545719861984253
65,2020-02-19,0.4056450128555298
66,2013-10-09,0.40567028522491455
67,2021-01-06,0.4059261381626129
68,2023-04-26,0.4066452980041504
69,2015-04-22,0.40800219774246216
70,2023-10-25,0.4084547460079193
71,2016-03-16,0.4089009761810303
72,2014-11-05,0.408963143825531
73,2016-11-23,0.41003313660621643
74,2016-03-30,0.41022545099258423
75,2019-10-30,0.41436880826950073
76,2015-03-25,0.4169119894504547
77,2022-09-28,0.4190853238105774
78,2018-10-10,0.42017677426338196
79,2021-10-06,0.42155084013938904
80,2021-11-17,0.4218516945838928
81,2021-10-27,0.4231318533420563
82,2015-04-01,0.4232800006866455
83,2015-10-21,0.4244520962238312
84,2014-02-19,0.42668449878692627
85,2018-10-17,0.4268229305744171
86,2022-10-05,0.4269249439239502
87,2017-10-18,0.42835554480552673
88,2019-10-16,0.4299275875091553
89,2019-04-17,0.4307912290096283
90,2020-02-26,0.43237587809562683
91,2017-03-08,0.43270424008369446
92,2014-11-12,0.4345758557319641
93,2014-04-02,0.43542274832725525
94,2019-03-13,0.4368963837623596
95,2020-11-11,0.4377104938030243
96,2021-04-21,0.43857836723327637
97,2016-02-10,0.43958136439323425
98,2017-04-26,0.4397400915622711
99,2014-03-26,0.4404468834400177
