,Day,Distance
0,2021-08-15,0.08625803142786026
1,2017-07-23,0.08781009912490845
2,2015-08-15,0.10418592393398285
3,2021-07-11,0.11353602260351181
4,2017-07-22,0.11995124816894531
5,2019-08-11,0.12862403690814972
6,2017-08-06,0.13252370059490204
7,2023-07-15,0.13723425567150116
8,2015-07-19,0.13798120617866516
9,2015-07-25,0.1548246443271637
10,2019-09-01,0.1570994257926941
11,2019-06-16,0.16004058718681335
12,2017-08-05,0.1600533127784729
13,2021-08-14,0.1603061407804489
14,2017-07-08,0.16125166416168213
15,2015-07-18,0.16665755212306976
16,2019-08-24,0.1691485047340393
17,2019-07-27,0.17827561497688293
18,2022-08-06,0.1783292442560196
19,2022-08-07,0.18510466814041138
20,2017-07-09,0.1856829971075058
21,2019-08-10,0.1863091140985489
22,2017-06-24,0.18944327533245087
23,2021-06-27,0.19439108669757843
24,2013-07-27,0.19950556755065918
25,2017-08-19,0.20019716024398804
26,2021-08-01,0.2075529247522354
27,2015-08-08,0.2088479995727539
28,2022-07-24,0.2106948047876358
29,2019-07-06,0.21080690622329712
30,2019-08-31,0.2146548628807068
31,2016-06-26,0.21786020696163177
32,2019-08-25,0.21847765147686005
33,2022-07-23,0.21924367547035217
34,2019-06-15,0.21937569975852966
35,2016-06-25,0.22402049601078033
36,2018-08-11,0.22437205910682678
37,2013-06-23,0.2243906706571579
38,2018-08-25,0.22525495290756226
39,2022-07-03,0.22704480588436127
40,2017-06-25,0.2274664342403412
41,2022-08-28,0.2324339598417282
42,2021-07-31,0.23304800689220428
43,2020-07-11,0.23334167897701263
44,2020-08-30,0.23493154346942902
45,2022-06-04,0.23858439922332764
46,2022-06-05,0.23993179202079773
47,2022-08-27,0.24004997313022614
48,2016-07-02,0.2404937893152237
49,2015-08-29,0.24151933193206787
50,2018-08-18,0.24183042347431183
51,2018-08-04,0.2506595253944397
52,2013-07-28,0.25182440876960754
53,2015-08-16,0.2520133852958679
54,2019-06-22,0.2544900178909302
55,2018-08-19,0.2600620985031128
56,2013-08-10,0.26062822341918945
57,2013-06-22,0.2622053325176239
58,2015-08-09,0.2629646956920624
59,2021-08-08,0.26465630531311035
60,2018-09-01,0.26763755083084106
61,2016-07-24,0.2678697407245636
62,2020-08-02,0.26805493235588074
63,2021-06-19,0.26928016543388367
64,2015-08-30,0.2717781364917755
65,2013-08-04,0.27304568886756897
66,2013-08-03,0.2740698754787445
67,2018-08-05,0.27499160170555115
68,2020-06-27,0.27562713623046875
69,2019-07-21,0.2772884964942932
70,2021-07-25,0.2773582637310028
71,2020-08-01,0.27787962555885315
72,2016-07-23,0.27939528226852417
73,2021-08-07,0.2827017307281494
74,2020-06-28,0.2827811539173126
75,2018-08-12,0.2867458164691925
76,2018-07-21,0.2875656187534332
77,2020-08-29,0.2877664864063263
78,2017-08-27,0.29017603397369385
79,2016-07-30,0.2908753752708435
80,2017-07-01,0.2948038876056671
81,2021-06-20,0.29636529088020325
82,2022-07-16,0.29737693071365356
83,2019-07-20,0.2973942160606384
84,2020-08-22,0.2986755967140198
85,2021-07-24,0.3034980893135071
86,2015-06-13,0.30531424283981323
87,2018-07-14,0.3060898184776306
88,2019-07-07,0.3104151487350464
89,2021-07-10,0.3151419758796692
90,2019-06-08,0.3157917559146881
91,2022-06-26,0.3179917633533478
92,2023-07-09,0.31872987747192383
93,2013-07-20,0.319817453622818
94,2016-07-31,0.3202878534793854
95,2018-07-28,0.3204173147678375
96,2017-08-26,0.32233521342277527
97,2016-07-03,0.3223717510700226
98,2015-06-14,0.32295987010002136
99,2020-07-05,0.32337281107902527
