,Day,Distance
0,2021-08-10,0.12830059230327606
1,2021-06-29,0.17008911073207855
2,2019-08-13,0.17090024054050446
3,2021-07-13,0.17114999890327454
4,2022-07-26,0.1900198608636856
5,2015-09-01,0.1917930394411087
6,2022-06-28,0.19512926042079926
7,2021-07-27,0.19987137615680695
8,2019-07-02,0.20519432425498962
9,2021-06-22,0.21769092977046967
10,2017-07-11,0.2244030386209488
11,2023-07-11,0.22903470695018768
12,2023-07-18,0.23018716275691986
13,2015-07-21,0.2354537844657898
14,2018-08-21,0.23791806399822235
15,2018-08-07,0.2391764372587204
16,2022-06-21,0.23948191106319427
17,2019-08-27,0.24091774225234985
18,2023-07-25,0.24166682362556458
19,2018-08-14,0.24581710994243622
