,Day,Distance
0,2020-07-27,0.08847210556268692
1,2013-08-12,0.08871035277843475
2,2019-08-05,0.09323609620332718
3,2017-07-17,0.09890063852071762
4,2013-07-08,0.09918337315320969
5,2016-08-15,0.10087741911411285
6,2017-06-12,0.10102818161249161
7,2022-06-13,0.10810215026140213
8,2013-07-22,0.11208431422710419
9,2020-05-11,0.11696947365999222
10,2017-06-19,0.12054941803216934
11,2013-04-29,0.12360448390245438
12,2016-08-29,0.12779729068279266
13,2018-07-16,0.1280214786529541
14,2015-06-29,0.12852150201797485
15,2015-08-03,0.13010530173778534
16,2018-05-28,0.13021764159202576
17,2021-06-07,0.1333274096250534
18,2014-07-14,0.13465261459350586
19,2016-07-18,0.1369907259941101
